index,reviewer_name,review_id,profile_href,star,time,text
604,Gregory Duval,ChdDSUhNMG9nS0VJQ0FnSUNvdzZmbV93RRAB,https://www.google.com/maps/contrib/116439001058049288642/reviews?hl=en-US,5,       3 years ago      ,"  
"
605,Emily,ChdDSUhNMG9nS0VJQ0FnSUNlbE9fVF9RRRAB,https://www.google.com/maps/contrib/106656790502845117410/reviews?hl=en-US,3,       3 months ago      ,"  
"
606,Claudie Daoust,ChdDSUhNMG9nS0VJQ0FnSURneF9Ldl9RRRAB,https://www.google.com/maps/contrib/116580041090516769947/reviews?hl=en-US,4,       4 years ago      ,"  
"
607,Raph75m,ChdDSUhNMG9nS0VJQ0FnSURHeEx5V19RRRAB,https://www.google.com/maps/contrib/102273605438059757314/reviews?hl=en-US,5,       a year ago      ,"  
"
608,sabrina dupont,ChdDSUhNMG9nS0VJQ0FnSUNXcnFTOV9BRRAB,https://www.google.com/maps/contrib/113212834602437381379/reviews?hl=en-US,5,       9 months ago      ,"  
"
609,Karl Gailler,ChdDSUhNMG9nS0VJQ0FnSUNzbDRHUl9BRRAB,https://www.google.com/maps/contrib/107872200065679354941/reviews?hl=en-US,5,       2 years ago      ,"  
"
610,Hamza Adhaim,ChdDSUhNMG9nS0VJQ0FnSURDMXNYMi13RRAB,https://www.google.com/maps/contrib/110934191357423199362/reviews?hl=en-US,1,       2 years ago      ,"  
"
611,Viet-Thanh Tran,ChdDSUhNMG9nS0VJQ0FnSUNVOThIay13RRAB,https://www.google.com/maps/contrib/107982237819329563996/reviews?hl=en-US,5,       3 years ago      ,"  
"
612,R Desvignes,ChdDSUhNMG9nS0VJQ0FnSURVNEtLXy13RRAB,https://www.google.com/maps/contrib/102286344902796010610/reviews?hl=en-US,5,       3 years ago      ,"  
"
613,Yann Debonnel,ChdDSUhNMG9nS0VJQ0FnSURnc3BPMS13RRAB,https://www.google.com/maps/contrib/107247328338222529670/reviews?hl=en-US,5,       5 years ago      ,"  
"
614,m-p F,ChdDSUhNMG9nS0VJQ0FnSUNBdDdXeC13RRAB,https://www.google.com/maps/contrib/104140535928474906876/reviews?hl=en-US,5,       4 years ago      ,"  
"
615,kkk kkk,ChdDSUhNMG9nS0VJQ0FnSUN5LUxIdi1nRRAB,https://www.google.com/maps/contrib/111960185385818673837/reviews?hl=en-US,5,       a year ago      ,"  
"
616,Jean-Philippe Thinel,ChdDSUhNMG9nS0VJQ0FnSUM2OWJPby1BRRAB,https://www.google.com/maps/contrib/106253515345430781320/reviews?hl=en-US,5,       a year ago      ,"  
"
617,Philippe Petitpas,ChdDSUhNMG9nS0VJQ0FnSUQwcXB5ZC1BRRAB,https://www.google.com/maps/contrib/117764203952199225804/reviews?hl=en-US,5,       3 years ago      ,"  
"
618,Etienne Clement,ChdDSUhNMG9nS0VJQ0FnSURncFAzdzlnRRAB,https://www.google.com/maps/contrib/117123805544158764289/reviews?hl=en-US,5,       4 years ago      ,"  
"
619,Sothea Chhum,ChdDSUhNMG9nS0VJQ0FnSURBbXBtdjlnRRAB,https://www.google.com/maps/contrib/103293000281754752702/reviews?hl=en-US,4,       5 years ago      ,"  
"
620,Mélanie Brière,ChdDSUhNMG9nS0VJQ0FnSURtMTZpUTlnRRAB,https://www.google.com/maps/contrib/109824308772138671503/reviews?hl=en-US,5,       10 months ago      ,"  
"
621,Kevin Reggie Joseph,ChdDSUhNMG9nS0VJQ0FnSURzNmU3TDlRRRAB,https://www.google.com/maps/contrib/112944547016635304730/reviews?hl=en-US,5,       2 years ago      ,"  
"
622,aLx D,ChdDSUhNMG9nS0VJQ0FnSURvb09pbzlBRRAB,https://www.google.com/maps/contrib/106975098027536182263/reviews?hl=en-US,4,       3 years ago      ,"  
"
623,Benjamin,ChdDSUhNMG9nS0VJQ0FnSUNLNnVlbjlBRRAB,https://www.google.com/maps/contrib/115737629552031935529/reviews?hl=en-US,5,       a year ago      ,"  
"
624,David Matieu Santerre,ChdDSUhNMG9nS0VJQ0FnSURRLUw2SzlBRRAB,https://www.google.com/maps/contrib/109565451752438196523/reviews?hl=en-US,5,       4 years ago      ,"  
"
625,Floramama,ChdDSUhNMG9nS0VJQ0FnSUM4ak03ajh3RRAB,https://www.google.com/maps/contrib/110208175685104227112/reviews?hl=en-US,5,       2 years ago      ,"  
"
626,Frédéric Chalté,ChdDSUhNMG9nS0VJQ0FnSUNzLTRxWDh3RRAB,https://www.google.com/maps/contrib/105749921907503737049/reviews?hl=en-US,4,       2 years ago      ,"  
"
627,Graciela Piccardi,ChdDSUhNMG9nS0VJQ0FnSURpZ3ZfZThnRRAB,https://www.google.com/maps/contrib/108127423514897771333/reviews?hl=en-US,5,       2 years ago      ,"  
"
628,Marie-Eve X,ChdDSUhNMG9nS0VJQ0FnSUN5M3BtSzhnRRAB,https://www.google.com/maps/contrib/102653151553690342466/reviews?hl=en-US,5,       a year ago      ,"  
"
629,Evan Prodromou,ChdDSUhNMG9nS0VJQ0FnSUQwellMdDhRRRAB,https://www.google.com/maps/contrib/104323674441008487802/reviews?hl=en-US,5,       3 years ago      ,"  
"
630,Luc Lavoie,ChdDSUhNMG9nS0VJQ0FnSURJLS12TjhRRRAB,https://www.google.com/maps/contrib/107832015873193908367/reviews?hl=en-US,5,       3 years ago      ,"  
"
631,léa imbeau,ChdDSUhNMG9nS0VJQ0FnSUNZNHF6MzhBRRAB,https://www.google.com/maps/contrib/114334098893914746971/reviews?hl=en-US,4,       3 years ago      ,"  
"
632,kathleen thivierge,ChdDSUhNMG9nS0VJQ0FnSUMwcHZ2azhBRRAB,https://www.google.com/maps/contrib/101774780636115458054/reviews?hl=en-US,4,       3 years ago      ,"  
"
633,Louis Jeay-Beaulieu,ChdDSUhNMG9nS0VJQ0FnSUNZMnB2LTd3RRAB,https://www.google.com/maps/contrib/102861626092908939485/reviews?hl=en-US,5,       3 years ago      ,"  
"
634,Benoit St-Onge,ChdDSUhNMG9nS0VJQ0FnSURndmNuNTd3RRAB,https://www.google.com/maps/contrib/115944138498651090208/reviews?hl=en-US,1,       6 years ago      ,"  
"
635,Chris H,ChdDSUhNMG9nS0VJQ0FnSUQwOXYyMjd3RRAB,https://www.google.com/maps/contrib/108625415294796590996/reviews?hl=en-US,4,       3 years ago      ,"  
"
636,Maryane Drouin,ChdDSUhNMG9nS0VJQ0FnSUNXcS1xNzdnRRAB,https://www.google.com/maps/contrib/105199916506089671496/reviews?hl=en-US,5,       9 months ago      ,"  
"
637,Chenoa De La Cruz,ChdDSUhNMG9nS0VJQ0FnSUMyZ1BHTzdnRRAB,https://www.google.com/maps/contrib/113407077965046602728/reviews?hl=en-US,5,       8 months ago      ,"  
"
638,Camille garrouste,ChdDSUhNMG9nS0VJQ0FnSUNnNU1xYTdBRRAB,https://www.google.com/maps/contrib/103642331885093244378/reviews?hl=en-US,5,       4 years ago      ,"  
"
639,Joseph Denis-Pelletier,ChdDSUhNMG9nS0VJQ0FnSUR5MWFybzZ3RRAB,https://www.google.com/maps/contrib/115293895177511832916/reviews?hl=en-US,5,       a year ago      ,"  
"
640,Jessica Kojayan,ChdDSUhNMG9nS0VJQ0FnSUN3Mk9pVjZnRRAB,https://www.google.com/maps/contrib/116904021967437518297/reviews?hl=en-US,5,       4 years ago      ,"  
"
641,Alexandre Ayotte,ChdDSUhNMG9nS0VJQ0FnSUNnNU1fOTZRRRAB,https://www.google.com/maps/contrib/116479383431419578727/reviews?hl=en-US,5,       4 years ago      ,"  
"
642,Kihana Belisle,ChdDSUhNMG9nS0VJQ0FnSURPMU1EMzZRRRAB,https://www.google.com/maps/contrib/109315510672094350546/reviews?hl=en-US,5,       5 months ago      ,"  
"
643,Ryan Faddy,ChdDSUhNMG9nS0VJQ0FnSUNvcFBiRzZRRRAB,https://www.google.com/maps/contrib/110111280858020242295/reviews?hl=en-US,4,       3 years ago      ,"  
"
644,Lucas Bitsch,ChdDSUhNMG9nS0VJQ0FnSURPdGZ1dDZRRRAB,https://www.google.com/maps/contrib/110396898264697095591/reviews?hl=en-US,5,       5 months ago      ,"  
"
645,Laurence Lemieux,ChdDSUhNMG9nS0VJQ0FnSURZcnM2YzZRRRAB,https://www.google.com/maps/contrib/113810707377936929269/reviews?hl=en-US,5,       3 years ago      ,"  
"
646,Faniry Randriamaniraka,ChdDSUhNMG9nS0VJQ0FnSUNJbHRISjZBRRAB,https://www.google.com/maps/contrib/101802161519912377638/reviews?hl=en-US,5,       4 years ago      ,"  
"
647,Camille Duchesne,ChdDSUhNMG9nS0VJQ0FnSURNN3RYRzV3RRAB,https://www.google.com/maps/contrib/103553610479859249502/reviews?hl=en-US,5,       2 years ago      ,"  
"
648,alejandra ave,ChdDSUhNMG9nS0VJQ0FnSUQ2N2RDZjV3RRAB,https://www.google.com/maps/contrib/117101971786131216344/reviews?hl=en-US,5,       a year ago      ,"  
"
649,Xuan Nguyen,ChdDSUhNMG9nS0VJQ0FnSURneUtIcDVnRRAB,https://www.google.com/maps/contrib/103028425369764769325/reviews?hl=en-US,4,       4 years ago      ,"  
"
650,Aria Hk,ChdDSUhNMG9nS0VJQ0FnSUNndWJ2UjVnRRAB,https://www.google.com/maps/contrib/108846875659643620569/reviews?hl=en-US,5,       4 years ago      ,"  
"
651,Iman Niki,ChdDSUhNMG9nS0VJQ0FnSURnd3YyVDVBRRAB,https://www.google.com/maps/contrib/109263621819456045514/reviews?hl=en-US,4,       4 years ago      ,"  
"
652,Sarah Stéphanie Cliche,ChdDSUhNMG9nS0VJQ0FnSUNvb2JuVjR3RRAB,https://www.google.com/maps/contrib/110388200940076311295/reviews?hl=en-US,5,       3 years ago      ,"  
"
653,Fabio De Sa,ChdDSUhNMG9nS0VJQ0FnSUNCNHRpZzRnRRAB,https://www.google.com/maps/contrib/114667542838389134472/reviews?hl=en-US,5,       2 hours ago      ,"  
"
654,Zacharie Tournon-Martin,ChdDSUhNMG9nS0VJQ0FnSURVcXRTVjRnRRAB,https://www.google.com/maps/contrib/115699577079744810332/reviews?hl=en-US,5,       3 years ago      ,"  
"
655,Jocelyn Leduc,ChdDSUhNMG9nS0VJQ0FnSURZdmZiczRRRRAB,https://www.google.com/maps/contrib/116089548304624883272/reviews?hl=en-US,4,       3 years ago      ,"  
"
656,Christine Drouin,ChdDSUhNMG9nS0VJQ0FnSUR5N3MtcTRRRRAB,https://www.google.com/maps/contrib/100281858475602850980/reviews?hl=en-US,5,       a year ago      ,"  
"
657,Joël Paquette,ChdDSUhNMG9nS0VJQ0FnSURVNkp6eDRBRRAB,https://www.google.com/maps/contrib/109829539946889284028/reviews?hl=en-US,5,       3 years ago      ,"  
"
658,Maxime Thibault,ChdDSUhNMG9nS0VJQ0FnSURHLTdHVTN3RRAB,https://www.google.com/maps/contrib/109328004669427534749/reviews?hl=en-US,5,       a year ago      ,"  
"
659,Ferdi,ChdDSUhNMG9nS0VJQ0FnSUQwbnNTdzNnRRAB,https://www.google.com/maps/contrib/102335126014020746197/reviews?hl=en-US,5,       3 years ago      ,"  
"
660,Roxanne Courchesne,ChdDSUhNMG9nS0VJQ0FnSUM2NjdEeDNRRRAB,https://www.google.com/maps/contrib/100147320304936971260/reviews?hl=en-US,5,       a year ago      ,"  
"
661,Rolando Alfaro,ChdDSUhNMG9nS0VJQ0FnSUQ0a083dzNRRRAB,https://www.google.com/maps/contrib/106183795494960482844/reviews?hl=en-US,5,       3 years ago      ,"  
"
662,Jean-Pierre,ChdDSUhNMG9nS0VJQ0FnSUNCbE1IUTNBRRAB,https://www.google.com/maps/contrib/105042789828739466542/reviews?hl=en-US,5,       2 days ago      ,"  
"
663,Bruno Duguay,ChdDSUhNMG9nS0VJQ0FnSUN3N2VyQzNBRRAB,https://www.google.com/maps/contrib/100481321540988589780/reviews?hl=en-US,5,       4 years ago      ,"  
"
664,Alex Tran,ChdDSUhNMG9nS0VJQ0FnSURDczh5cjNBRRAB,https://www.google.com/maps/contrib/106899820263964289530/reviews?hl=en-US,5,       2 years ago      ,"  
"
665,Alexandre Émond,ChdDSUhNMG9nS0VJQ0FnSUNCNUt2bzJ3RRAB,https://www.google.com/maps/contrib/101774894600414488718/reviews?hl=en-US,5,       3 days ago      ,"  
"
666,Eric Boulianne-Roy,ChdDSUhNMG9nS0VJQ0FnSURDb1BqbDJ3RRAB,https://www.google.com/maps/contrib/116249274067165981989/reviews?hl=en-US,5,       2 years ago      ,"  
"
667,Jennifer Ilfra,ChdDSUhNMG9nS0VJQ0FnSUNJM0tXRDJ3RRAB,https://www.google.com/maps/contrib/104984562987019300105/reviews?hl=en-US,5,       4 years ago      ,"  
"
668,Thibaut Colmet Daâge,ChdDSUhNMG9nS0VJQ0FnSUNPeThybzJnRRAB,https://www.google.com/maps/contrib/115664397989216224086/reviews?hl=en-US,5,       6 months ago      ,"  
"
669,Ian Lagarde,ChdDSUhNMG9nS0VJQ0FnSUNRbjVUZjJnRRAB,https://www.google.com/maps/contrib/104109534837029543938/reviews?hl=en-US,5,       4 years ago      ,"  
"
670,Tayeb Zitouni,ChdDSUhNMG9nS0VJQ0FnSUN3MXFpeTJnRRAB,https://www.google.com/maps/contrib/113582266274150718112/reviews?hl=en-US,5,       4 years ago      ,"  
"
671,MissDiorCherie1990,ChdDSUhNMG9nS0VJQ0FnSUNJM2FpYTJnRRAB,https://www.google.com/maps/contrib/103621710256358909086/reviews?hl=en-US,5,       4 years ago      ,"  
"
672,Miguel Galvis Pedrosa,ChdDSUhNMG9nS0VJQ0FnSURXOXNfdzJRRRAB,https://www.google.com/maps/contrib/113223328613078229615/reviews?hl=en-US,5,       8 months ago      ,"  
"
673,Sarah Med,ChdDSUhNMG9nS0VJQ0FnSUNva1pISDJRRRAB,https://www.google.com/maps/contrib/118292699021204637662/reviews?hl=en-US,5,       3 years ago      ,"  
"
674,Henri Sasseville,ChdDSUhNMG9nS0VJQ0FnSUNhdk1YVDJBRRAB,https://www.google.com/maps/contrib/113203846133117235517/reviews?hl=en-US,5,       a year ago      ,"  
"
675,Alexandre Loiselle-Schiettekatte,ChdDSUhNMG9nS0VJQ0FnSUQyaHM3UDJBRRAB,https://www.google.com/maps/contrib/106283885574758140414/reviews?hl=en-US,5,       7 months ago      ,"  
"
676,Martin Leclerc,ChdDSUhNMG9nS0VJQ0FnSUNHdWR1ejJBRRAB,https://www.google.com/maps/contrib/109156301351819269165/reviews?hl=en-US,5,       a year ago      ,"  
"
677,Seb Jean,ChdDSUhNMG9nS0VJQ0FnSUNzajlhdzJBRRAB,https://www.google.com/maps/contrib/102214989192446396213/reviews?hl=en-US,5,       2 years ago      ,"  
"
678,J K,ChdDSUhNMG9nS0VJQ0FnSUQwdUtxSDJBRRAB,https://www.google.com/maps/contrib/117548828234609635196/reviews?hl=en-US,5,       3 years ago      ,"  
"
679,Hudon Isabelle,ChdDSUhNMG9nS0VJQ0FnSUNJdnRmYTF3RRAB,https://www.google.com/maps/contrib/110906558568966056197/reviews?hl=en-US,5,       4 years ago      ,"  
"
680,Julien Bernier Pelletier,ChdDSUhNMG9nS0VJQ0FnSUQycHJIWDF3RRAB,https://www.google.com/maps/contrib/108857894784097448003/reviews?hl=en-US,5,       7 months ago      ,"  
"
681,Marco Molle,ChdDSUhNMG9nS0VJQ0FnSUNnbGJIVjFnRRAB,https://www.google.com/maps/contrib/115375910288710998274/reviews?hl=en-US,5,       4 years ago      ,"  
"
682,Kim Bernatchez,ChdDSUhNMG9nS0VJQ0FnSURJbHQtNzFnRRAB,https://www.google.com/maps/contrib/101080224150685755547/reviews?hl=en-US,5,       3 years ago      ,"  
"
683,Olivier Canuel Ouellet,ChdDSUhNMG9nS0VJQ0FnSUNNOWJHNzFBRRAB,https://www.google.com/maps/contrib/112125842920486801343/reviews?hl=en-US,5,       3 years ago      ,"  
"
684,Eric JonesCadieux,ChdDSUhNMG9nS0VJQ0FnSUNRbm9TazFBRRAB,https://www.google.com/maps/contrib/117239631503247175830/reviews?hl=en-US,5,       5 years ago      ,"  
"
685,Ny Fanilo Andrianjafy,ChdDSUhNMG9nS0VJQ0FnSUQ4a18yWjFBRRAB,https://www.google.com/maps/contrib/110768866359010475688/reviews?hl=en-US,5,       2 years ago      ,"  
"
686,Natasha Ant,ChdDSUhNMG9nS0VJQ0FnSUNBc0w3WDB3RRAB,https://www.google.com/maps/contrib/102555538394596472040/reviews?hl=en-US,5,       4 years ago      ,"  
"
687,Julian Thomas,ChdDSUhNMG9nS0VJQ0FnSURnM3R2TjB3RRAB,https://www.google.com/maps/contrib/109239799039558402124/reviews?hl=en-US,5,       5 years ago      ,"  
"
688,Siloe P,ChdDSUhNMG9nS0VJQ0FnSURJcWNmRjB3RRAB,https://www.google.com/maps/contrib/115118117729880565759/reviews?hl=en-US,5,       3 years ago      ,"  
"
689,Samuel Poirier,ChdDSUhNMG9nS0VJQ0FnSUMwcVkyMTB3RRAB,https://www.google.com/maps/contrib/104634654628777442547/reviews?hl=en-US,5,       3 years ago      ,"  
"
690,dianna hua,ChdDSUhNMG9nS0VJQ0FnSUNVMDdtZzBnRRAB,https://www.google.com/maps/contrib/110297166631829433630/reviews?hl=en-US,4,       3 years ago      ,"  
"
691,Alexandre Talbot,ChdDSUhNMG9nS0VJQ0FnSURZMzcteDBRRRAB,https://www.google.com/maps/contrib/100781462050541457217/reviews?hl=en-US,5,       3 years ago      ,"  
"
692,Colombine Trudel,ChdDSUhNMG9nS0VJQ0FnSURHMmYzdTBBRRAB,https://www.google.com/maps/contrib/110030974437748289941/reviews?hl=en-US,5,       a year ago      ,"  
"
693,Jean-Michel Couture,ChdDSUhNMG9nS0VJQ0FnSUQwOEpfVHp3RRAB,https://www.google.com/maps/contrib/100633514018017616836/reviews?hl=en-US,5,       3 years ago      ,"  
"
694,Nicolas Barbeau,ChdDSUhNMG9nS0VJQ0FnSUR1bHVxbnp3RRAB,https://www.google.com/maps/contrib/102717262860530305528/reviews?hl=en-US,5,       4 months ago      ,"  
"
695,Donny Bui Khac,ChdDSUhNMG9nS0VJQ0FnSUNJdHZ2QXpRRRAB,https://www.google.com/maps/contrib/110492541765779792976/reviews?hl=en-US,5,       4 years ago      ,"  
"
696,N/A,ChdDSUhNMG9nS0VJQ0FnSURzaWUtOXpBRRAB,https://www.google.com/maps/contrib/107439037757458676234/reviews?hl=en-US,5,       2 years ago      ,"  
"
697,Charles T,ChdDSUhNMG9nS0VJQ0FnSUNnb05IWXl3RRAB,https://www.google.com/maps/contrib/107300186978958986486/reviews?hl=en-US,5,       4 years ago      ,"  
"
698,Leanne L,ChdDSUhNMG9nS0VJQ0FnSUQwdmNqQnl3RRAB,https://www.google.com/maps/contrib/110106482026601937755/reviews?hl=en-US,5,       3 years ago      ,"  
"
699,Marisa D,ChdDSUhNMG9nS0VJQ0FnSUNXdHNxc3l3RRAB,https://www.google.com/maps/contrib/110644190114438621200/reviews?hl=en-US,5,       9 months ago      ,"  
"
700,Damir Metz-Fleury,ChdDSUhNMG9nS0VJQ0FnSUN5c05MRXlnRRAB,https://www.google.com/maps/contrib/109253669302599270424/reviews?hl=en-US,5,       a year ago      ,"  
"
701,Kim Pham,ChdDSUhNMG9nS0VJQ0FnSUR3M3JHSHlnRRAB,https://www.google.com/maps/contrib/100069048462265757163/reviews?hl=en-US,5,       4 years ago      ,"  
"
702,Tomy Parasaurolophus,ChdDSUhNMG9nS0VJQ0FnSUQteS11SXlRRRAB,https://www.google.com/maps/contrib/115488252634825912576/reviews?hl=en-US,5,       a week ago      ,"  
"
703,Rémy Dolbec-Pilon,ChdDSUhNMG9nS0VJQ0FnSURvenItRXlBRRAB,https://www.google.com/maps/contrib/113746779053353638312/reviews?hl=en-US,5,       3 years ago      ,"  
"
704,Marché Floh Floh Market,ChdDSUhNMG9nS0VJQ0FnSURtMzR2cHh3RRAB,https://www.google.com/maps/contrib/112772518990076773352/reviews?hl=en-US,5,       10 months ago      ,"  
"
705,Simon Chayet,ChdDSUhNMG9nS0VJQ0FnSURHN1BmY3h3RRAB,https://www.google.com/maps/contrib/111773845738107174826/reviews?hl=en-US,5,       a year ago      ,"  
"
706,Devin,ChdDSUhNMG9nS0VJQ0FnSURnM2JqYnhnRRAB,https://www.google.com/maps/contrib/105534086474718407805/reviews?hl=en-US,5,       4 years ago      ,"  
"
707,Provimax Faillon,ChdDSUhNMG9nS0VJQ0FnSURVMjQycHhnRRAB,https://www.google.com/maps/contrib/117808442005621605070/reviews?hl=en-US,5,       3 years ago      ,"  
"
708,luc fortin,ChdDSUhNMG9nS0VJQ0FnSUQ0N3B1MnhRRRAB,https://www.google.com/maps/contrib/112799436174320371473/reviews?hl=en-US,2,       3 years ago      ,"  
"
709,DJ BUSHDAKA,ChdDSUhNMG9nS0VJQ0FnSUQwb2VIeXdnRRAB,https://www.google.com/maps/contrib/117626882187891590943/reviews?hl=en-US,5,       3 years ago      ,"  
"
710,Guyane Beaulieu,ChdDSUhNMG9nS0VJQ0FnSUNvMTdySHdnRRAB,https://www.google.com/maps/contrib/117785541089719772643/reviews?hl=en-US,5,       3 years ago      ,"  
"
711,asamia T,ChdDSUhNMG9nS0VJQ0FnSUNReDdyZXdRRRAB,https://www.google.com/maps/contrib/104512046135756078208/reviews?hl=en-US,5,       4 years ago      ,"  
"
712,Emmanuel De Medeiros,ChdDSUhNMG9nS0VJQ0FnSUNzNDZXT3dRRRAB,https://www.google.com/maps/contrib/107716192390786406026/reviews?hl=en-US,5,       2 years ago      ,"  
"
713,Corey Slevinsky,ChdDSUhNMG9nS0VJQ0FnSURDaGZyendBRRAB,https://www.google.com/maps/contrib/102781738719191280361/reviews?hl=en-US,5,       2 years ago      ,"  
"
